IDENT_INTRT;IDENT_INFRA;DAT_INFRA_COMMI;COD_TYP_DEFDR;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;MASSE_PERMS;MASSE_CNSTA;VITSS_PERMS;VITSS_CNSTA;ADM_ORIG_VEH
DI9999L0F7N300;IN9999RBKH1100;2022-11-04;A;57045;RIG;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999ARE7N300;IN9999SCKH1100;2022-11-04;T;80078;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;32000;43500;;;Québec
DI9999YDF7N300;IN9999TDKH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99993IF7N300;IN9999UEKH1100;2022-11-04;C;65005;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI99996LF7N300;IN9999WGKH1100;2022-11-04;T;94068;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI99999OF7N300;IN9999XHKH1100;2022-11-04;T;43027;CST;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999V8G7N300;IN9999YIKH1100;2022-11-04;A;75017;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999P2G7N300;IN9999ZJKH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999U7G7N300;IN99990KKH1100;2022-11-04;C;50128;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;71;Québec
DI9999YBG7N300;IN99991LKH1100;2022-11-04;T;81017;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999APF7N300;IN99992MKH1100;2022-11-04;T;94068;RIG;c.C-24.2;463;PR;HN;Véhicule hors normes;Surcharge totale;18000;19200;;;Québec
DI99993GG7N300;IN99993NKH1100;2022-11-04;T;70022;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999MZG7N300;IN99996QKH1100;2022-11-04;C;66023;CST;c.C-24.2;299;CO;VR;Véhicule routier;Signalisation routière;;;50;72;Québec
DI9999ERG7N300;IN99998SKH1100;2022-11-04;T;10043;CST;c.C-24.2;270;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI99999MG7N300;IN99999TKH1100;2022-11-04;T;68005;CST;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999Q1H7N300;IN9999BVKH1100;2022-11-04;C;71025;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;100;111;Ontario
DI9999Q1H7N300;IN9999CWKH1100;2022-11-04;A;71025;CST;c.C-24.2;519.15.3;EX;VL;Véhicule lourd;Infractions au CSR;;;;;Ontario
DI9999U5H7N300;IN9999DXKH1100;2022-11-04;T;74005;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999S3H7N300;IN9999EYKH1100;2022-11-04;C;74005;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999X8H7N300;IN9999FZKH1100;2022-11-04;A;71025;CST;c.C-24.2;519.15.3;EX;VL;Véhicule lourd;Infractions au CSR;;;;;Ontario
DI99990BH7N300;IN9999I0LH1100;2022-11-04;C;66023;CST;c.C-24.2;299;CO;VR;Véhicule routier;Signalisation routière;;;50;75;Québec
DI99999KH7N300;IN9999K2LH1100;2022-11-04;C;71025;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;100;113;Québec
DI9999ALH7N300;IN9999L3LH1100;2022-11-04;C;66023;CST;c.C-24.2;299;CO;VR;Véhicule routier;Signalisation routière;;;50;70;Québec
DI99999KH7N300;IN9999M4LH1100;2022-11-04;T;71025;CST;c.C-24.2;519.15.3;EX;VL;Véhicule lourd;Infractions au CSR;;;;;Québec
DI9999ZAH7N300;IN9999N5LH1100;2022-11-04;T;10043;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19650;;;Québec
DI9999BMH7N300;IN9999O6LH1100;2022-11-04;C;89008;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;89;Québec
DI9999FQH7N300;IN9999Q8LH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999WVQ5N300;IN9999R9LH1100;2022-10-27;C;86042;RIG;c.C-24.2;347;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI99992FJ5N300;IN9999SALH1100;2022-10-27;C;86042;RIG;c.C-24.2;347;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999JUH7N300;IN9999TBLH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999JUH7N300;IN9999UCLH1100;2022-11-04;T;66023;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999DOH7N300;IN9999VDLH1100;2022-11-04;C;91042;CST;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999MXH7N300;IN9999WELH1100;2022-11-04;C;89008;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;98;Québec
DI9999OZH7N300;IN9999XFLH1100;2022-11-04;C;59020;CST;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999NYH7N300;IN9999YGLH1100;2022-11-04;C;68040;CST;c.C-24.2;326.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999YZP5N300;IN9999ZHLH1100;2022-10-27;C;66087;RIG;c.C-24.2;386;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999S1I7N300;IN99990ILH1100;2022-11-04;C;89008;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;90;Québec
DI999909I7N300;IN99993LLH1100;2022-11-04;T;37067;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI99991AI7N300;IN99994MLH1100;2022-11-04;C;66023;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI999909I7N300;IN99995NLH1100;2022-11-04;T;37067;RIG;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99991AI7N300;IN99996OLH1100;2022-11-04;T;66023;CST;c.C-24.2;106;EX;VL;Véhicule lourd;Permis de conduire;;;;;Québec
DI99992BI7N300;IN99997PLH1100;2022-11-04;T;86042;CST;c.C-24.2;262;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI99994DI7N300;IN99998QLH1100;2022-11-04;T;25213;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99995EI7N300;IN99999RLH1100;2022-11-04;C;66023;CST;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;;;;Ontario
DI99995EI7N300;IN9999ASLH1100;2022-11-04;C;66023;CST;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;;;;Ontario
DI99998HI7N300;IN9999BTLH1100;2022-11-04;T;66023;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999AJI7N300;IN9999CULH1100;2022-11-04;T;37067;RIG;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999GPI7N300;IN9999DVLH1100;2022-11-04;C;66023;RIG;c.P-30.3;5;PR;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999GPI7N300;IN9999EWLH1100;2022-11-04;C;66023;CST;c.C-24.2;519.40;PR;VL;Véhicule lourd;Immatriculation;;;;;Québec
DI9999FOI7N300;IN9999FXLH1100;2022-11-04;C;66023;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999NWI7N300;IN9999GYLH1100;2022-11-04;C;87090;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999QZI7N300;IN9999HZLH1100;2022-11-04;A;87090;CST;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999PYI7N300;IN9999K0MH1100;2022-11-04;T;58033;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999OXI7N300;IN9999L1MH1100;2022-11-04;T;37067;RIG;c.T-11.2;172;AU;VA;Véhicule automobile;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999Z6J7N300;IN9999M2MH1100;2022-11-04;T;65005;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999PYI7N300;IN9999N3MH1100;2022-11-04;T;58033;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI999907J7N300;IN9999O4MH1100;2022-11-04;A;86042;RIG;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999DKJ7N300;IN99999NNH1100;2022-11-05;C;23027;CST;c.C-24.2;299;CO;VR;Véhicule routier;Signalisation routière;;;50;74;Québec
DI9999FMJ7N300;IN9999AONH1100;2022-11-05;A;47017;CST;c.C-24.2;270;PR;VR;Véhicule routier;Équipement;;;;;Québec
DI9999HOJ7N300;IN9999CQNH1100;2022-11-05;C;47017;RIG;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999JQJ7N300;IN9999DRNH1100;2022-11-05;C;47017;CST;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;;;;Québec
DI9999HF6WM300;IN9999ESNH1100;2022-09-14;C;60020;RIG;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999HF6WM300;IN9999FTNH1100;2022-09-14;T;60020;RIG;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999QXJ7N300;IN9999IWNH1100;2022-11-05;C;66023;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999RYJ7N300;IN9999JXNH1100;2022-11-05;C;23027;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999RYJ7N300;IN9999KYNH1100;2022-11-05;A;23027;CST;c.C-24.2;531;AU;VR;Véhicule routier;Vérification mécanique;;;;;Québec
DI9999SZJ7N300;IN9999LZNH1100;2022-11-05;C;23027;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999V0K7N300;IN9999O0OH1100;2022-11-05;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI999949K7N300;IN9999T5OH1100;2022-11-05;C;43027;CST;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999Z4K7N300;IN9999P1OH1100;2022-11-05;C;23027;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Autre pays
DI999916K7N300;IN9999R3OH1100;2022-11-05;C;58227;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;92;Québec
DI99995AK7N300;IN9999S4OH1100;2022-11-05;C;23027;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI99998DK7N300;IN9999U6OH1100;2022-11-05;C;23027;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI99997CK7N300;IN9999V7OH1100;2022-11-05;C;58227;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999AFK7N300;IN9999W8OH1100;2022-11-05;C;66023;CST;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999BGK7N300;IN9999X9OH1100;2022-11-05;C;23027;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999CHK7N300;IN9999YAOH1100;2022-11-05;C;58227;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;92;Québec
DI9999NSK7N300;IN99991DOH1100;2022-11-06;T;60020;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999NSK7N300;IN99993FOH1100;2022-11-05;T;60020;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI9999PUK7N300;IN99994GOH1100;2022-11-06;C;25213;CST;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;;;;Ontario
DI9999Y1L7N300;IN99996IOH1100;2022-11-06;T;25213;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Québec
DI9999BEL7N300;IN9999GSOH1100;2022-11-07;C;26035;CST;c.C-24.2;105;CO;VR;Véhicule routier;Permis de conduire;;;;;Québec
DI9999Z2L7N300;IN99997JOH1100;2022-11-06;C;19010;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;102;Québec
DI999903L7N300;IN99998KOH1100;2022-11-06;C;33090;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;109;Québec
DI9999CJJ7N300;IN9999BPNH1100;2022-11-05;C;58227;CST;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI999936L7N300;IN99999LOH1100;2022-11-07;C;26010;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI999925L7N300;IN9999AMOH1100;2022-11-07;T;58033;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;41500;41800;;;Québec
DI999925L7N300;IN9999BNOH1100;2022-11-07;T;58033;CST;c.C-24.2;257.1;EX;VL;Véhicule lourd;Équipement;;;;;Québec
DI999947L7N300;IN9999COOH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999ADL7N300;IN9999DPOH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI99998BL7N300;IN9999EQOH1100;2022-11-07;T;23072;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI99999CL7N300;IN9999FROH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999CFL7N300;IN9999HTOH1100;2022-11-07;C;66023;CST;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;;;;Québec
DI9999GJL7N300;IN9999IUOH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999BEL7N300;IN9999JVOH1100;2022-11-07;T;26035;RIG;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999BEL7N300;IN9999KWOH1100;2022-11-07;T;26035;RIG;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;;;;Québec
DI9999PSL7N300;IN9999LXOH1100;2022-11-07;T;81017;CST;c.C-24.2;257.1;PR;VL;Véhicule lourd;Équipement;;;;;Québec
DI9999ORL7N300;IN9999NZOH1100;2022-11-07;T;65005;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI999969L7N300;IN9999Q0PH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI9999QTL7N300;IN9999R1PH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999WZL7N300;IN9999S2PH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999KNL7N300;IN9999T3PH1100;2022-11-07;C;49070;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;103;Nouveau-Brunswick
DI999923M7N300;IN9999U4PH1100;2022-11-07;C;91025;RIG;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;;;Québec
DI9999MPL7N300;IN9999V5PH1100;2022-11-07;C;23072;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;;;;;Québec
DI9999VYL7N300;IN9999W6PH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999HKL7N300;IN9999X7PH1100;2022-11-07;C;71050;CST;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;;;;Ontario
DI9999JML7N300;IN9999Y8PH1100;2022-11-07;C;49070;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;113;Vermont
DI9999JML7N300;IN9999Z9PH1100;2022-11-07;T;49070;CST;c.C-24.2;519.15.3;EX;VL;Véhicule lourd;Infractions au CSR;;;;;Massachusetts
DI9999ABM7N300;IN99990APH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999EFM7N300;IN99991BPH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI999912M7N300;IN99992CPH1100;2022-11-07;C;65005;CST;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;;;;Québec
DI999989M7N300;IN99993DPH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999TUM7N300;IN99994EPH1100;2022-11-07;C;65005;CST;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;;;;Québec
DI9999RSM7N300;IN99995FPH1100;2022-11-07;T;35045;RIG;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI999965N7N300;IN99996GPH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999WXM7N300;IN99997HPH1100;2022-11-07;T;23072;CST;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;;;;Québec
DI999976N7N300;IN99998IPH1100;2022-11-07;T;94068;CST;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI999921N7N300;IN99999JPH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI999943N7N300;IN9999BLPH1100;2022-11-07;T;35045;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI999932N7N300;IN9999CMPH1100;2022-11-07;T;65005;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;24000;26720;;;Québec
DI9999JIN7N300;IN9999DNPH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999CBN7N300;IN9999EOPH1100;2022-11-07;T;66023;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999LMM7N300;IN9999FPPH1100;2022-11-07;A;82025;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;25250;31450;;;Ontario
DI9999TSN7N300;IN9999GQPH1100;2022-11-07;T;84030;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999BCM7N300;IN9999HRPH1100;2022-11-07;A;14065;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Alberta
DI9999EDN7N300;IN9999ISPH1100;2022-11-07;C;49070;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;105;Québec
DI9999TSN7N300;IN9999JTPH1100;2022-11-07;T;84030;CST;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999KJN7N300;IN9999KUPH1100;2022-11-07;T;25213;RIG;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999NMN7N300;IN9999LVPH1100;2022-11-07;C;49070;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;112;Ontario
DI9999GHM7N300;IN9999MWPH1100;2022-11-07;T;81017;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge totale;23500;27650;;;Québec
DI9999OPM7N300;IN9999NXPH1100;2022-11-07;T;80060;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI999974O7N300;IN9999OYPH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI9999B8O7N300;IN9999PZPH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999WVN7N300;IN9999S0QH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI999930O7N300;IN9999T1QH1100;2022-11-07;T;89008;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI999985O7N300;IN9999U2QH1100;2022-11-07;T;94068;CST;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;;;;Québec
DI9999GDO7N300;IN9999V3QH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999DAO7N300;IN9999W4QH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Ontario
DI9999LIO7N300;IN9999X5QH1100;2022-11-07;C;49085;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;103;Québec
DI9999JGO7N300;IN9999Y6QH1100;2022-11-07;C;96020;CST;c.C-24.2;328;CO;VR;Véhicule routier;Règles de circulation;;;50;79;Québec
DI9999FCO7N300;IN999908QH1100;2022-11-07;T;43027;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;20510;;;Québec
DI9999KHO7N300;IN999919QH1100;2022-11-07;A;67050;RIG;c.C-24.2;270;PR;VR;Véhicule routier;Équipement;;;;;Québec
DI9999C9O7N300;IN99992AQH1100;2022-11-07;T;65005;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;20390;;;Québec
DI9999ROO7N300;IN99993BQH1100;2022-11-07;T;89008;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999MJO7N300;IN99994CQH1100;2022-11-07;C;49070;CST;c.C-24.2;303.2;CO;VR;Véhicule routier;Signalisation routière;;;80;106;Québec
DI99990XO7N300;IN99995DQH1100;2022-11-07;C;65005;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI999972P7N300;IN99996EQH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999NKO7N300;IN99997FQH1100;2022-11-07;T;65005;RIG;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;;;;Québec
DI9999NKO7N300;IN99998GQH1100;2022-11-07;T;65005;CST;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;;;;Québec
DI9999HCP7N300;IN9999AIQH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999B6P7N300;IN9999BJQH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999IJM7N300;IN9999CKQH1100;2022-11-07;T;12015;CST;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;;;;Québec
DI9999E9P7N300;IN9999DLQH1100;2022-11-07;T;43027;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;20640;;;Québec
DI9999QLP7N300;IN9999EMQH1100;2022-11-07;T;92022;CST;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI9999OJP7N300;IN9999FNQH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999YVO7N300;IN9999GOQH1100;2022-11-07;T;43027;CST;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;18000;19110;;;Québec
DI9999UPP7N300;IN9999HPQH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999YTP7N300;IN9999IQQH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999ZUP7N300;IN9999JRQH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999QNO7N300;IN9999KSQH1100;2022-11-07;T;81017;CST;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;;;;Québec
DI9999LGP7N300;IN9999LTQH1100;2022-11-07;T;89008;CST;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999QNO7N300;IN9999MUQH1100;2022-11-07;T;81017;CST;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI9999IHN7N300;IN9999NVQH1100;2022-11-07;A;58033;CST;c.C-24.2;519.36;PR;VL;Véhicule lourd;Immatriculation;;;;;Ontario
DI9999QNO7N300;IN9999OWQH1100;2022-11-07;T;81017;CST;c.C-24.2;270;PR;VR;Véhicule routier;Équipement;;;;;Québec
DI99990VP7N300;IN9999PXQH1100;2022-11-07;C;58033;CST;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;;;;Québec
DI99994ZP7N300;IN9999QYQH1100;2022-11-07;C;81017;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;60;84;Ontario
DI999970Q7N300;IN9999RZQH1100;2022-11-07;T;94068;RIG;c.C-24.2;31.1;PR;VR;Véhicule routier;Immatriculation;;;;;Québec
DI99993YP7N300;IN9999U0RH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999B4Q7N300;IN9999V1RH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999D6Q7N300;IN9999W2RH1100;2022-11-07;C;66023;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
DI9999F8Q7N300;IN9999X3RH1100;2022-11-07;C;23027;CST;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;;70;100;Québec
DI9999IBQ7N300;IN9999Y4RH1100;2022-11-07;C;65005;CST;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;;;;Québec
